id,text_content_anonymous,rotulo_modelo
755,"Passagem da bíblia onde Deus defenda os ricos???...que tipo de ""crente"" você é???...Jó era pobre???...Abraão, o pai da fé, foi pobre na sua bíblia???...ou mesmo Moisés, Rei Davi, Daniel, etc...não citei nenhum versículo pq são inúmeros...mas vou deixar aqui um versículo bem claro para o seu progressismo hipócrita: Romanos 2:11 ""...Porque, para com Deus, não há acepção de pessoas..."":backhand_index_pointing_left::eye::brain:...se bem q certamente a ideologia é sempre maior que a fé progressista, né???...rsrsrs...vamos lá...não fuja não... rsrsrs....diga o q vc sabe sobre CAPITALISMO, além dos vários e somente adjetivos pejorativos, que a sua ideologia se refere...defina com suas próprias palavras  o  C A P I T A L I S M O...rsrsrs...estou curioso... rsrsrs.",0
2179,"Irmãos....vamos nos unir  !

Presta atenção  !

Nosso BRASIL está sendo negociado com outros PAÍSES  lá fora em especial a poderosa CHINA....vários enteressados no BRASIL  , e estão lutando pra conseguir esse ano, porque tem que cumprir uma AGENDA iniciando 2023 . 
 Nosso PRESIDENTE BOLSONARO  é a linha que está segurando o BRASIL juntos com a gente , pela ESQUERDA  isso já teria acontecido em 2018 .

Se isso acontecer  nossos filhos e netos ( a geração futura ) irão sofrer muito .....observarmos nossos países  vizinhos  , estão comendo cachorros , e eles eram ricos :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:",1
694,Não podemos ser igual a esquerda ... se precisar se ajoelhem e orem,0
1744,"Pretos só passam em algo se for por cotas.
Sabe o motivo de existir as cotas? É por causa que até às universidades consideram os negros como uma raça burra e de baixa inteligência, por isso as cotas.",1
2224,"MEU POVO NAO É HRA DE ESMURECER, ELES CAIRAM É PONTO... QUEREMOS À INELEGIBILIDADE DESSE CANALHA QUE HOJE PODE ESTAR EM COMA PROFUNDO, AZAR O DELE, DEUS ESTA AGINDO, NÃO NOS CABE ESTA SITUAÇÃO, MAS O CARA TA INDO MEU POVO...MANTERMOS EM NOSSAS POSIÇÕES, POIS À GUERRA TA SÓ COMEÇANDO :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:",1
1001,"Você pesquisou filho de satanás foi ver o vídeo, nem toque em no do sagrado filho da besta",0
2486,"Pessoal, a maçonaria é uma seita judaica com motivos e objetivos obscuros. Eles nao respondem a ninguém, eles não são eleitos por ninguém. É grave que o PR esteja envolvido em reuniões com eles. No entanto, é preciso observar quais os motivos das idas a esses encontros. Talvez o PR estivesse com as melhores das intenções, afinal, é preciso negociar para ser presidente. Não vamos nos abater!!!! O mal está sempre nos cercando, falem com seus pastores a respeito disso, perguntem e questionem!!! O Brasil precisa de nosso presidente forte e sem motivos para desistências:Brazil::Brazil::Brazil::Brazil:",1
2236,"Tudo petista mentindo dizendo que e Bolsonaro e sendo lula ladrão fazendo montagem fake pra gente acreditar acordem não se deixem levar por esses infiltrados gente , pelo amor de Deus",0
1932,"Acorda esquerda!!!!Vocês querem continuar na migalhas vai para CuBa morar lá Esquerda, lá tem comunismo que vocês querem",1
2940,"Comunistas estão se infiltrando em grupos de direita para dividir, desanimar, desinformar e reduzir nosso engajamento.",0
415,"Não querem apenas deixar Bolsonaro inelegível, querem prender ele e seus filhos e caçar os mandatos dos deputados de direita eleitos democraticamente pelo povo.

Façam faixas em português e em inglês:

SOS PRESIDENTE BOLSONARO ACIONE AS FFAA CONTRA O GOLPE NAS URNAS E PARA DESTITUIR TODOS OS MINISTROS ATIVISTAS COMUNISTAS! 

SOS FFAA SALVEM A NOSSA NAÇÃO DO COMUNISMO!

SOS FFAA SALVEM NOSSOS FILHOS E SEUS FILHOS DO COMUNISMO!

SOS FFAA SALVEM O NOSSO PRESIDENTE BOLSONARO E A NAÇÃO BRASILEIRA DA FRAUDE NAS URNAS!

SOS FFAA O POVO APOIA O PRESIDENTE BOLSONARO! O POVO NÃO ACEITA O GOLPE NAS URNAS!",0
1920,Vou sair desse grupo... muito petralha infiltrado... pior que tem patriota que cai nesse papinho... tem que deixar falando sozinho...,0
426,Acho estranho é que Daniel Silveira tinha um público enorme podiam ter votado nele,0
237,"- 1844: A República Dominicana torna-se independente do Haiti

- 1892: Inaugurado o Viaduto do Chá, no Vale do Anhangabaú, em São Paulo

- 1913: Gandhi é preso enquanto liderava uma marcha de mineiros indianos que trabalhavam na África do Sul

- 1942: Segunda Guerra Mundial: primeiro voo do caça noturno alemão Heinkel He 219

- 1944: O plutônio é produzido pela primeira vez nas instalações atômicas de Hanford, nos EUA, e posteriormente usado na bomba atômica 'Fat Man' lançada em Nagasaki, no Japão

- 1962: A Assembleia Geral das Nações Unidas aprova uma resolução condenando as políticas de 'apartheid' da África do Sul e solicita que todos os estados membros da ONU cessem as relações militares e econômicas com a nação

- 1985: Na Colômbia, guerrilheiros esquerdistas do Movimento 19 de Abril tomam o controle do Palácio da Justiça em Bogotá, matando 115 pessoas, 11 delas juízes da Suprema Corte

Essas são algumas notícias do dia :check_mark_button: 
Autor: Roberto Vieira Filho :Brazil::globe_showing_Americas: 
Bom Dia!!! :thumbs_up_medium-light_skin_tone::winking_face:",0
1448,É ele começou  já está comendo o pão amassado pelo diabo ou achou que ia ficar de fora,1
2733,"Da Jovem Pan:
5 mil jornazistas assinam carta de apoio ao ladrão Lula em ato pela democracia. 
De costume crucificam o Presidente Bolsonaro e a sua família.

 Tem que pegar essa lista desses Hipócritas, vagabundos e publicar na rede social
Expor todos esses canalhas, marionetes da esquerda criminosa.
:goblin::ghost::jack-o-lantern::goblin:",1
123,"Um dia vieram e levaram meu vizinho que era judeu.
Como não sou judeu, não me incomodei.
No dia seguinte, vieram e levaram
meu outro vizinho que era comunista.
Como não sou comunista, não me incomodei.
No terceiro dia vieram
e levaram meu vizinho católico.
Como não sou católico, não me incomodei.
No quarto dia, vieram e me levaram;
já não havia mais ninguém para reclamar...

Martin Niemöller - 1933 - Símbolo da resistência aos nazistas.",0
