id,text_content_anonymous,rotulo_modelo
2770,"Não está não 
Ele é deformado mesmo assim como as ideias dele:beaming_face_with_smiling_eyes:",1
1913,É esse tipo de comportamento que só faz ajudar o outro lado. a direita ainda tem muita gente burra.,1
2790,"Recado para os petralhas vagabundos que votam no ladrão assassino LULARAPIO. O garoto foi morto por causa de um celular. Faz o L do luladrao, amanhã pode ser você mesmo chorando pela morte do seu filho.:anxious_face_with_sweat::anxious_face_with_sweat::anxious_face_with_sweat: Luladrao é genocída.",1
2778,"Se lulaladrão ganhar, vai deixar o poder logo. Ele está doente com demência alcoólica, já vive de fraldas por que vive mijado, com cirrose hepática e quem vai assumir é Alckmin com ajuda de Xandão do PCC.",1
2489,"Por duas vezes, em 2021, Lula foi consagrado à umbanda. Na primeira, recebeu a ""benção"" da mãe de santo para ganhar as eleições e um ""Zé Pilintra""; na segunda, recebeu um banho de pipoca que é usado nas oferendas para orixás da umbanda.
Este é o candidato que diz ser cristão.",1
691,"Aí meus irmãos o que a esquerda faz kkkkkkkk lulinha tá sumido do debate, depois que confessou que roubava o menino se calou kkk",1
1531,Verdade portela fraca os assessores Bolsonaro não batem na esquerda deixa eles a vontade,0
2675,"São esses os votos em trânsito onde o luladrão teve muito mais voto que o Bolsonaro. Esse é o crime, e por isso aquela urna de 125 votantes e para presidente fechou com 400 e tantos votos, com o ladrão disparado na frente.",1
1050,"OBRIGADO MEUS QUERIDOS AMIGOS POR TUDO !

INDEPENDENTE DO RESULTADO EU SÓ TENHO A AGRADECER.

OBRIGADO PELO CARINHO, PELA CONSIDERAÇÃO, POR TEREM ACREDITADO E CONFIADO NA MINHA PESSOA.

SEREI ETERNAMENTE AGRADECIDO POR TUDO :folded_hands:

TUDO DE BOM PRA VOCÊS !

FIQUEM COM DEUS :folded_hands:

INDEPENDENTE DO RESULTADO ESTAREMOS SEMPRE JUNTOS, PQ EU NUNCA ABANDONO UM AMIGO.

UM GRANDE ABRAÇO DO SEU AMIGO DE SEMPRE,

CORONEL AUREO JUNIOR

CORONEL AUREO JUNIOR
CANDIDATO A DEPUTADO ESTADUAL MG
28000

PROPAGANDA ELEITORAL
CNPJ: 47.579.401/0001-01",0
1183,"Provérbios 29

2. Quando os justos governam, alegra-se o povo; mas quando o ímpio domina, o povo geme.
:Brazil::Brazil::Brazil::Brazil::Brazil:
Eclesiastes 10

2. O coração do sábio o inclina para a direita, mas o coração do tolo o inclina para a esquerda.

:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",1
1976,"Olha aí,  os MTS já estão 
invadindo as propriedades 
e expulsando família 
de dentro delas,  
eles são vagabundos...
gente ruins, 
É Daí para pior 
se o lulaladrão for eleito, 
PT NUNCA MAIS !!",1
1512,Tem q colocar o exército fazer alguma coisa pelo amor de Deus,0
