id,text_content_anonymous,rotulo_modelo
908,"Bom dia castristas. 

Eu criei uma lista na ordem de votação e estou distribuindo desde quinta-feira, muita gente me agradece porque não tinha em quem votar. 
Até pessoas que iriam votar no luladrão já mudaram o voto a meu pedido.
Hoje é o dia. 
Vamos dedicar 2h pro nosso  presidente.",1
1908,Esse professa com certeza vai ficar só no cheirinho do tão sonhado kite gay na sua escola:face_with_tears_of_joy::face_with_tears_of_joy: Bolsonaro reeleito mais 4 ano garantido sem esse kite gay nas escolas :folded_hands::folded_hands:,1
960,Misericórdia que Deus tenha misericórdia do nosso Brasil :loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
1668,"Bom dia patriotas. Acredito que o jogo não acabou. Nosso presidente ,para provar a fraude precisa-se de elementos, com esse primeiro turno o presidente tem como provar a fraude. O exército está trabalhando nisso. Não acredito que o presidente  fosse ser tão bobo, afinal ele sabe muito bem as consequência disso para ele e aliados. Para a esquerda não importa o senado é a câmara terem sido eleitos na maioria de Bolsonaro ,pois eles no poder não vão respeitar mesmo. Nosso presidente tem uma cartada para derrubar esse primeiro turno todo. Acreditem , tenham fé,  Deus é nossa força.",0
2889,"Daniela Lima d CNN continua a insistir que não terá como revogar o resultado das eleições  . Toda  a imprensa esta assim divulgando . O imbecil do Datena traíra,  está em conivência também dizendo : temos de respeitar as urnas . Não vamos recuar nem um milímetro,  é tudo ou nada temos muito a perder  .",1
2536,"Cuidado pra sua mãe não querer um homem igual luladrao ! Ele vai mijar na cama, cagar na calças, e roubar o que tiver na frente dele kkkkkkkkkkkkk",1
2266,"Só faltou a narrativa, ali no complexo do alemão, q o luladrao não acha correto um adolescente roubar um celular :mobile_phone: pra tomar uma cervejinha :beer_mug:, e ficar preso.

Tá difícil",1
1364,"Está estranho ... Lentamente o Bolsonaro está diminuindo e o Lula Ladrão aumentando ..

Ainda tem pessoas votando .. 

Se o horário e até às 17 porque tem gente votando agora as 19:30 .. 

Está estranho .. 

O TSE aponta que Lula Ladrão ganha em todos os estados do Nordeste onde ele tambem não podia andar nas ruas ..

Está estranho isso ..",1
179,"Que o Senhor Deus afaste o comunismo de nossa nação! 

*Bolsonaro Reeleito 1 turno :keycap_2::keycap_2::check_mark_button::folded_hands:*",0
1547,Tô rezando a Deus para bolsonaro perder e a PF recolheram :folded_hands_light_skin_tone:,0
2716,"Quem disse isso, foi o ministro MARCOLA do governo do LULADRÃO",1
1469,"Agora é:
° Deus; 
° Liberdade Religiosa;
° Liberdade de Expressão ;
° Família ;
° Segurança;
° Crescimento Financeiro -

 versus-

° Igrejas fechadas;
° Abortos;
° Invasão  de propriedades;
° Falta de Liberdade;
° Ideologia de Gênero;
° Sexualização infantil;
° Fome.
Você escolhe.",0
2547,Danone se acovardou sujeito sem palavra o que esperar de um esquerdopata? A arte deles é mentir e enganar,1
2113,Os cara não sabe nem fazer montagem vtfd pprt petista bando de retardado galaseca,1
159,"Atenção paulistas:

A Direita está dividindo votos entre  Marcos Pontes e Janaina Paschoal...quem será eleito se continuar assim é o Márcio França, que lidera as pesquisas cujo suplente é o fundador do psol. Vamos divulgar em todos os grupos e pedir para a Direita votar para Senador   Marcos Pontes: 222. Não podemos esquecer a traição da Janaína.

*Envie aos grupos e a amigos de São Paulo.:backhand_index_pointing_up_medium-dark_skin_tone:*",0
2091,Ou seja nordestino tá vivendo na merda nem água levou para os desgraçados :neutral_face::neutral_face:,1
645,Agradeça a DEUS Palloci por estar vivo pois era para queimar o seu arquivo Também,0
1964,"Presidente Bolsonaro mandou muito bem nesse texto! Mostrou seu lado humano, que nós já conhecemos, e mostrou a diferença entre o Governo dele e o do Luladrão",1
448,"Eu estou junto com o Ninho porque ele foi o único no início da pandemia ele que teve os olhares para os mais necessitados, não só na área da música mas sim para aqueles que moram nas comunidades de Campo Grande e também ao estado do MS, ele fez o bem Fazendo as lives com seus artistas para arrecadar as cestas básicas e além de estar sempre pensando no próximo é por isso que eu quero um futuro Deputado jovem que quer a mudança do nosso Estado e que vai lutar para o crescimento que não vai abandonar o próximo! e  com Deus no comando e com apoio de cada amigos o Mato Grosso do Sul vai crescer mais ainda!! Porque ""Juntos Somos Mais"" Com #NINHO :flexed_biceps::oncoming_fist::Brazil:",0
2558,Para quem acha que o Lula não mente! E ainda Confia nele! Es a prova! :index_pointing_up_medium_skin_tone::index_pointing_up_medium_skin_tone::index_pointing_up_medium_skin_tone: O Lula não era a favor do aborto? E a favor da ideologia de gênero? Agora diz que não :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: cuidado! Eu acho que também não está mas apoiando você que é gay!!,1
1230,Quando for vota tem que fiscaliza também si vê alguma coisa estranho na urna tem que denunciar,0
932,"*BRASIL ACIMA DE TUDO*
*DEUS ACIMA DE TODOS* 


*EU E MINUA FAMÍLIA IREMOS VOTAR NESSA SEQUÊNCIA*:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:

:Brazil::keycap_2::keycap_2::keycap_2::keycap_2::Brazil:
*DEPUTADA FEDERAL* 
*EDUARDO BOLSONARO*

:Brazil::keycap_1::keycap_0::keycap_5::keycap_5::keycap_0::Brazil: 
*DEPUTADO ESTADUAL* 
*TOMÉ ABDUCH*

:Brazil::keycap_2::keycap_2::keycap_2::Brazil: 
*SENADOR* 
*ASTRONAUTA* 
*MARCOS PONTES*

:Brazil::keycap_1::keycap_0::Brazil:
*GOVERNADOR* 
*TARCÍSIO DE FREITAS* 

:Brazil::keycap_2::keycap_2::Brazil: 
*PRESIDENTE* 
*JAIR MESSIAS BOLSONARO*",0
578,Esquerda etc. gosto de participar para ver o movimento o que as pessoas discutem etc,0
1255,"A noite, encerram as votações as 17, tem a lacracao das urnas e o envio aos fóruns para contagem",0
2557,"Alexandre de Moraes proibiu vídeo de Alexandre de Moraes falando que luladrao é corrupto, kkk",1
2138,Não falo mas com esse esquerdista ze ruela militonto do PT,1
2301,Nossa! Isso é porque o Luladrão fica falando que roubar celular não é nada. Olha o resultado,1
366,"*ATENÇÃO*

SE ao apertar *22* na Urna Eletrônica, aparecer qualquer outra foto/nome que não seja do Bolsonaro, antes de reclamar ou se desesperar mantenha a calma, aperte o botão vermelho/laranja *CORRIGE* e em seguida digite *22* novamente.

Se dessa vez aparecer tudo normal, clique em *CONFIRME*. Se não, chame o mesario.

Vamos tentar dar a volta nas ""trapaças algorítimicas"" do programa.

*COMPARTILHE*",0
935,"*ALERTA ...PERIGO !!!.*
LULA NÃO É BOM, LULA NUNCA FOI BOM, *LULA NUNCA SERÁ BOM.*
LULA NÃO TEM PLANO DE GOVERNO, *LULA SÓ TEM AMEAÇAS.*
LULA DESVIOU *DO POVO BRASILEIRO, TRABALHADOR E HONESTO,* QUASE *OITO TRILHÕES DE REAIS,* PARA FINANCIAR *DITADURAS COMUNISTAS,* AO REDOR DO MUNDO.
*ESTEJA CIENTE DISSO, NO MOMENTO DO SEU VOTO; VOCÊ ESTARÁ DANDO UMA PROCURAÇÃO PARA UM TRAIDOR, COMO LULA.*
VOCÊ ESTARÁ *JOGANDO SEUS FILHOS E NETOS, EM UM ABISMO SEM VOLTA.*:index_pointing_up::index_pointing_up::index_pointing_up:",1
2654,"Humm .
Quanto mais vc fala mais eu acho que vc é viado",1
1422,"Os petistas não tem noção do quê é o comunismo até hoje. É a forma mais próxima do retardado mental. É não sabem até hoje, quanto o PT desviou do nosso país, para países com ditadores e comunistas. É muito triste.",1
981,"No Primeiro mandato foi para limpar a Lixeira agora no segundo e para organizar a casa de uma vez, Deus, Família, Pátria em primeiro lugar minha camisa é verde e amarela",0
2081,"O presidente do MDB é o Baleia Rossi, ele liberou os filiados pra escolherem em quem apoiar",0
793,"Meu colégio claramente se declarando lulista, e chamando o Bolsonaro de retrogodo em defeder valores conservadores",0
2110,"Essa postagem  foi  no  governo  do   teu  governo ladrão Lula, ou  tu realmente nao  tem  cérebro  ou é   idiota mesmo  como  todos  os  que  fazem  o L",1
1109,"Filha do traficante BEIRA-MAR, FERNANDA COSTA na carreta do governador do Rio CLÁUDIO CASTRO candidato a reeleição pelo PL. Os meus erros eu declino para os outros. Irrú.",0
1492,"Pessoal vamos analisar uma coisa, até agora tudo que a esquerda tentou fazer para derrubar o Bolsonaro, se voltou conta ela mesma. Então vamos confiar que Deus continua no controle de tudo, e essa fralde será descoberta e os culpados serão presos. Eles precisam ser presos para o Brasil ficar livre dessas crápulas.

Deus é Deus!!
Tem promessas para o Brasil!!",0
2939,"Por trás de um idiota de esquerda, sempre um pai de direita pra pagar as contas. Vai se tratar cambada de vagabundo",1
2069,"Nunca vi um bolsopetista mais burro que esse wande 

Esse é o cara mais burro do Brasil",1
2751,"Tá  repreendido  no nome santo de Jesus,  todo poder das trevas estão  caídos,  derrotados em nome de Jesus,  maior é  o que está  conosco, O mal jamais prevaleceu  e jamais  prevalecerá  nem no passado nem no futuro!",0
725,MOSTTAR ESTE VIDEO PARA UM PETISTA ESQUERDOPATA E A MESMA COISA DE PASSAR MANTEGA EM VENTA DE GATO,1
1372,Acho que esse ano vamos decretar o fim da esquerda em nosso estado :partying_face::partying_face::partying_face::partying_face::partying_face: GLORIA A DEUS,0
531,Que Jesus passe a frente destas eleições!,0
644,"Se o pessoal da Segurança  não  ficarem atentos e em alerta, o Presidente Bolsonaro será  prejudicado. VAMOS DIVULGAR , PRECISAMOS EVITAR QUE HAJAM FRAUDES .
MUITO ESTRANHO AS URNAS ESTAREM SENDO GUARDADAS NA SEDE DO SINDICATO DOS TRABALHADORES.
DIVULGUEM.",0
907,":backhand_index_pointing_right:*LEVE ANOTADO O SEU VOTO*

É importante observar que a ordem de votação é:
1. Dep. Federal 
2. Dep. Estadual 
3. Senador
4. Governador
5. Presidente

1. :keycap_1::keycap_0::keycap_3::keycap_8: Coronel EDGARD Gaspar 
2. :keycap_1::keycap_0::keycap_2::keycap_0::keycap_2: Clemilton Silva 
3. :keycap_2::keycap_2::keycap_2: ASTRONAUTA
4. :keycap_1::keycap_0: TARCÍSIO 
5. :keycap_2::keycap_2: BOLSONARO

Por favor, façam suas colas NESSA ORDEM, especialmente para os mais idosos, para evitar confusões e até anulação de seus votos por distrações.

Colabore com amigos e familiares passando esta dica.",0
104,"CANDIDATOS EM 2022
Deputado Estadual: Felipe pombel 22622.
 Deputado Federal: General Pazuelo 2212.
 Senador: Daniel Silveira 142.
 Governador: Claudio Castro 22.
 Presidente: Bolsonaro 22.
 BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS.",0
1076,"Orçamento secreto, eu já expliquei meu deus do céu! Procure nas mensagens anteriores que vai ver",0
1268,Portugal está com problemas nas urnas fora o horário Que foi estendido para as 20 hrs o encerramento das eleições. MUITO ESTRANHO ISSO TUDO.  Porque será que só em Portugal está havendo problema nas eleições brasileiras :thinking_face::thinking_face::thinking_face:,0
2946,E os 45 milhões de retardado mental acredita cada 4 anos,1
69,"nao esperemos que Deus faça tudo sozinho, ele usa a gente como instrumento para isso",0
