id,text_content_anonymous,rotulo_modelo
528,"Ministro da Educação, Victor Godoy, nega corte no orçamento de universidades e diz que bloqueio só ""redistribui despesas""

Fonte: BDM

:small_orange_diamond: t.me/alexeconomia",0
1178,"Bora lá canvecer os que não votaram é uma obrigação nossa, hoje eu consegui trazer duas pessoas de volta pra DEUS"" até lá uns 10 votos vou garantir",1
715,"Não deixe o mal usar os obstáculos para criar quadros negativos em sua imaginação. Olhe os obstáculos como etapas do plano de Deus para sua vida. Aprenda com as dificuldades. Traga diariamente a sua lembrança, o fato que nada pode frustrar os planos de Deus. Lembre-se do encorajamento registrado em Jó 42.2: “Sei que podes fazer todas as coisas; nenhum dos teus planos pode ser frustrado.” Acredita, Deus não perde o controle de nada!
Bom dia - Deus te abençoe 
[USER]",1
2476,"E outra eu já fui a um casamento na maçonaria.E fui bati foto e vim embora.E que a esquerda não quer trabalhar e o lula dava 80,00 reais de auxílio e hoje nosso presidente da 600,00 em três anos foi 8 vezes mais....A minha faxina juntou dois meses e comprou um celular melhor que o meu.Eu acho normal .você faz o quer com o dinheiro.Agora me dizer que povo está passando fome!!! Não existe fome no Brasil.Existe pessoas descansado como eu era.Mas um  pessoa que eu chamo de anjo me salvou .",1
2656,"Agora, imaginem vcs a mobilização q Bolso tinha em 2018 aqui com a mobilização desse ano. Como ele só teve  3% a mais de votos?


Na seção q trabalho, toda eleição só eu de direita, hj, dos 4 mesarios, só 1 votou no ladrão.

Em todas as seções da FBV, toda eleição a esquerda vence de lavada. Hj, o ladrão ganhou apertado lá, diferença de 30
40 votos, em algumas, Bolsonaro até ganhou.
 
A fraude foi muita num foi pouca não!!!!

Eu vi os petista mesarios tudo saindo triste hj de lá",1
1549,":warning:SEGUINTE 
TODO MUNDO PRAS RUAS, AMANHÃ NÃO ARREDEM OS PÉS.
O BRASIL É NOSSO, NOSSO!
ESTAMOS NUMA GUERRA, ENTRE ÀS TREVAS E A LUZ
NOSSOS FILHOS NETOS DEPENDEM DE NÓS. 
ENTÃO LEVANTEM ESSE RABITO DO SOFÁ CADEIRA,  VAMOS DEFENDER NOSSA NAÇÃO!
NÃO FIQUEM SÓ ESPERANDO PELOS.OUTROS.
OS ESQUERDISTAS COMUNISTAS, VÃO DESTRUIR TUDO QUE ESTAMOS CONSTRUINDO.
OU VCS.ARREGASSAM AS MANGAS,
OU AMANHÃ SEUS FILHOS NETOS VÃO ESTÁ COMENDO LIXO,E SUAS EMPRESAS, FECHADAS,TERRAS TOMADAS E DESTRUIDAS.
E VÃO PRINCIPALMENTE TENTAR DESTRUIR À SUA FÉ, RELIGIÃO, 
E VCS NÃO PODERÃO MAIS ADORAR A DEUS!
VCS NÃO ESTARÃO SOZINHOS(AS)
O SENHOR ESTARÁ NA FRENTE,E SEUS EXÉRCITOS DE ANJOS.
CONFIEM EM DEUS! E CLAMEM A ELE DE TODO SEU CORAÇÃO.:folded_hands::raising_hands::Brazil::Israel:",1
858,"Mário Frias e Ricardo Sales também são necessários como Deputados  Federais :Brazil::green_heart::yellow_heart::folded_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands: Muita gente boa .Graças a Deus os bons se levantaram. Primeira eleição da minha vida que fico procurando pessoas para mostrar o porquê esses candidatos precisam ser eleitos porque de fato irão nos dar voz  e ajudar. Como jáo fazem hoje !!!! Gratidão,  à todos esses homens e mulheres  que Deus levantou qur irão certamente ajudar o nosso exército do bem, junto do povo de bem, a redirecionarmos o Brasil para os trilhos certos  !!!! Gratidão  :folded_hands::Brazil::yellow_heart::green_heart:",1
107,DANIEL SILVEIRA DEVE SER O SENADOR MAIS VOTADO DO BRASIL E PARA ISTO VOCÊ DEVE ENTENDER QUE É O UNICO QUE VAI MOSTRAR PARA OS SRS. DITADORES . QUE NÓS NÃO ACEITAMOS DITADURA DA TOGA NO BRASIL. DANIEL SILVEIRA O SENADOR MAIS VOTADO DO BRASIL !!!,1
350,Parem de postar grupo quem montou foi a esquerda . Se informem,1
163,"Gente se as eleições  foram  ou não  foram  limpas?
Porque  até agora eu não ouvir  e nem vir o  presidente bolsonaro  alegar isso que é  autoridade  máxima.
Por isso não tem  sentido  esses atos  de desordens. é claro  que é muito triste  e vergonhoso  o nosso país ser governado por um ex-condenado,mas isso é  uma democracia.
Tem ser respeitado  os resultados  das urnas...!!",0
654,meu Deus são rastros de nação ainda adorando os deuses romanos em uma nação que se diz Judeia,0
1114,"O que é o Foro de São Paulo senão uma fonte de mentirosos, enganadores e altos traidores do Regime Democrático vigente. Atentar contra a regime é crime, o que se deve estranhar é o silêncio de todos, a falta de atitudes, a não aplicação da lei 9.096/95 que exige cassação dos partidos por envolvimento claríssimo com entidade estrangeira e a vergonhosa, a desonrosa omissão ao dever da parte das Forças Armadas na defesa de nossas instituições. É muito estranho tudo isso!",1
2781,"Primeira vez que eu e minha família votamos no PT. Tínhamos esperança, mas a seita bolsonarista é longe pior que a petista. Não pode abrir a boca exceto pra babar ovo do Mito kkkk",1
2845,Escutem da própria boca do servo do diabo. Ele vai sim emplatar a ditadura comunista.,1
2678,"Se é caso de seguranca nacional, as FFAA irão aceitar? Baterão continência para um ladrão condenado em 3 instâncias? Já bateram para uma terrorista, né?:man_shrugging:",1
306,"Pessoal, está claro que tem PTista infiltrado aqui neste canal, e eles querem é tumultuar insinuando ""coisas"" ou criando narrativas para desestimular alguns bolsonaristas não muito convictos. Tenhamos foco no nosso objetivo: Fortalecer o grupo e Eleger o nosso presidente.",1
1736,"DESCULPEM   MAS  SÓ IGNORANTE,  DÉBIL MENTAL ,  OU  LADRÃO  VOTA  NO  PRESIDIÁRIO  QUE  ARRASOU  COM  O  BRASIL  , AQUI  DENTRO  E   NO  EXTERIOR !!!

O  CACHACEIRO  DIZ :  NÃO  VOU  ROUBAR  DESTA  VEZ !!!???????? 
SÓ  MESMO  MUITO  BURRO PRA ACREDITAR  NISSO !!  

GENTE  VAMOS  PRA  RUA  COM  MENSAGEM  :

PRESIDENTE BOLSONARO, ACIONE  AS  FFAA ,  COM  O  SR.  NO  PODER  :folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:",1
2904,"A intenção é a China governar...ele negociou o Brasil, nos iremso comer  bichinhos...formigas baratas..eles irão comer comidas de verdades...são comunistas...seremos seus escravos...ditadores doentes..e o lulaladrão vai gostar sua velhice.   MAS SÓ QNÃO!! PORQUE IREMOS LUTAR!!",1
