id,text_content_anonymous,rotulo_modelo
712,"Como Deus usa os seus enviados! Todos estão falando sobre o que ela disse. 
Isso vai reverter votos.
Cada um se mostrou . Não vai ficar pedra sobre pedra!",0
339,"São ignorantes, acreditam em tudo quanto é FAKE news já de início, sem nem verificar as fontes a veracidade dos fatos, se é contra a direita, esses bestas vem com tudo independente se é fake ou não.",1
1234,"Ele ainda da o benefício da dúvida ao Moraes, claro que o presidente do  TSE vai vir a público assumir que houve fraude nas urnas, Lula descondenado, ameaça a liberdade de expressão sob o pretexto de fake News e atos antidemocrático, ou milícias digitais, Lula sai da cadeia sem ser enquadrado na lei da ficha limpa, tudo para que ele pudesse concorrer a presidência da República novamente, todo o ativismo do STF favorecendo o candidato petralha, lembrando que o PT entrou com pedido no STF para tornar Bolsonaro inelegível em 2026, nem assumiram ainda é já estão preocupados com 2026, Malafaia acorda democracia nenhuma elegeria Marcola, Fernandinho Beira Mar, por que elegeria Lula?",1
244,"*Amigos da BA - Recomendações de candidatos de Voto para BA*  
_Mande para todos os teus contatos baianos_ 
 
:check_mark_button: BAHIA 
*PRESIDENTE: Bolsonaro 22* 
*GOVERNADOR: João Roma 22* 
*SENADOR: Dra Raíssa Soares 222*  

*DEPUTADO FEDERAL (BA)* 
Geraldo Soares 2200 (PL) (Esposo Dra. Raíssa) 
André Porciúncula 2223 (PL) 
Netinho da Bahia 2210 (PL) 
Alexandre Aleluia 2255 (PL) 
Capitão Alden 2238 (PL) 
Roberta Roma 2222 (PL) 
Prof. Ilton Santos 3580 (PMB) 
Talita Oliveira 1022 (Republicanos) 

DEPUTADO ESTADUAL (BA) 
Tenente Jailson Perreira  14500 (PTB) 
Walter Peixoto 10222 (Republicanos) 
Rebeca Martins 22122 (PL) 
Diego Castro 22380 (PL) 
Soldado Prisco 44190 (UB)",0
1473,":orange_square:  TWITTER  :orange_square:

:postbox::postbox::postbox::postbox:  THREAD  :postbox::postbox::postbox::postbox:

:speaking_head: Tsuki
:newspaper: #[USER]

(:envelope_with_arrow:1) Que orgulho meu Deus !!!!!! 
Levem esperança para os 32 milhões de brasileiros que não votaram, mostrem o Brasil que com todos os problemas herdados está se reerguendo.

:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_
:red_triangle_pointed_down::red_triangle_pointed_down:  TWEET COMENTADO :red_triangle_pointed_down::red_triangle_pointed_down:

Eduardo Bolsonaro 22.22:Brazil:
#[USER]

E pensar que tem alguns no mercado financeiro querendo mudar essa história que é admirada pelo mundo todo. 
(foto 1)

05/10/2022 - 13:47
via Twitter for iPhone
Ver no Twitter
:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_:wavy_dash:_x008f_

(:envelope_with_arrow:2) 
(foto 2)

:watch: 05/10/2022 - 13:50:58
via Twitter for iPhone
Ver no Twitter :window:",0
1345,"""Nós viemos de Deus, e inevitavelmente os mitos tecidos por nós, embora contenham erros, também refletirão um fragmento estilhaçado da verdadeira luz, a verdade eterna que está com Deus. subcriador' e inventando histórias, pode o homem aspirar ao estado de perfeição que ele conhecia antes da queda. a Coroa de Ferro do poder do mal.""

 ~J.R.R.  tolkien

Siga
[USER]
[USER]",0
2901,"E o diabo defender Isso:backhand_index_pointing_up::backhand_index_pointing_up:ai e o diabo tem 9 dedos e o DIABO da uma de bonzinho no ao vivo ne:thinking_face: e gente o diabo é mentiroso ladrão tem so 9 dedos e agora ter oferecer so picanha:thinking_face:cuidado pra tu não comer os teus bicho de estimação como os irmão Venezuelano, que la infelizmente comeram os seus animais por causa da fome, eles tão sofrendo hoje pelas MAL escolher dos pais, tios e avós de 25 a 30 anos atrás. Fica tranquilo ta porque se tu vota no ladrão comunista hoje :man_shrugging::thinking_face:vai teu filho ou tua filha que vai também comer seus animais de estimação:thinking_face:vejam que bela recordação tu vai deixar pra o futuro.",1
2409,ahhhhh larga mão de ser retardado mano..... é por isso que querem escravizar o ser humano.... pq a maioria não pensa !!!!,1
917,"Os contatos que tenho aqui em Brasília dentro do quartel onde eu servi em 2000 recebi uma notícia parecida, de que tudo está sendo feito em secreto e foi só até aí que fiquei sabendo!

Minha conclusão disso? Fazer em secreto é a melhor estratégia para não lançar atenção pra si além do necessário...

Numa guerra de trincheiras se vc esta encurralado, mas tem um aliado num ponto estrategico que pode chamar atenção pra te salvar de uma artilharia, é necessário fazer isso no tempo certo... Pois numa situação dessa só existe uma chance!... Se desperdiçada é fatal e elimina os 2 alvos aliados... E o inimigo leva! Vence a batalha e a guerra!

Nossa missão?

1-Aguentar firme sem afobacão

2-Orar a Deus todos os dias

3-Apoiar Bolsonaro até o dia D",0
2032,Não adianta você postar isso aqui petralha! Kkk a gente não abre não :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_vomiting::face_vomiting::face_vomiting::face_vomiting:,1
