id,text_content_anonymous,rotulo_modelo
237,"VOCÊ SABE DE ONDE SURGIU O MEU DESEJO DE SER MILITAR?

Um pouco da minha história! Sou paraquedista do Exército Brasileiro, igual ao nosso Presidente Jair Bolsonaro :keycap_2::keycap_2:.

Essa sou eu, Alana Passos :keycap_1::keycap_4::keycap_1::keycap_2::keycap_0:, a deputada do Capitão!

DEUS, PÁTRIA, FAMÍLIA E LIBERDADE! :Brazil::oncoming_fist:
 
#AdeputadadoCapitão  #OrdemeProgresso #fechadacomBolsonaro #Presidentevote22 #DeputadaEstadualvote14120 #AlanaPassos14120",0
2690,*STF/ TSE... que tanto falou na Lisura e Segurança do Sistema Eleitoral/ ... acontecendo tantas falcatruas entre o PT/ Luladrão/ Esquerda...junto com o STF/ TSE...nunca vi uma Eleição com fraudes atrás de fraudes...isto é tratar o Cidadão/ Eleitor como um Idiota/ Palhaço.*,1
264,"Quantas fofuras em
Na época do luladrao ninguém se interessava em política. Com Bolsonaro até as crianças querem discutir política 
Essa Bolsonaro é realmente o MITO :flexed_biceps_medium-light_skin_tone::flexed_biceps_medium-light_skin_tone::green_heart::folded_hands_medium-light_skin_tone::raising_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone:",0
1045,":thinking_face:OREMOS:man_bowing_medium_skin_tone::woman_bowing_medium-light_skin_tone::woman_bowing_dark_skin_tone::man_bowing_dark_skin_tone::man_bowing_medium-light_skin_tone::woman_bowing_medium-light_skin_tone::man_bowing_medium_skin_tone::woman_bowing_dark_skin_tone::man_bowing_dark_skin_tone::man_bowing_medium-light_skin_tone::woman_bowing_medium-light_skin_tone: E CLAMEMOS, POR NOSSO PAÍS, E POR NOSSAS FAMÍLIAS. OS DIAS MAUS:backhand_index_pointing_right_medium_skin_tone:Efésios.5.16:thinking_face: O NOSSO GENERAL DE GUERRA, NOS SOCORRERÁ. EM NOME DE JESUS.:thinking_face:ASSISTAM :backhand_index_pointing_up_medium_skin_tone: :thinking_face: MEDITEM E :backhand_index_pointing_right_medium_skin_tone:REPASSEM, PARA TODOS,.",0
91,"Compartilhem ao máximo
notícia boa :keycap_2::keycap_2:
Deus vai bradar na Terra dos viventes e mostrar quem tem o controle.",0
1484,Mas aqui o governador do Pt tá em terceiro encostado no Eduardo leite muito estranho também.,0
1511,"Agora sim seria o momento de terem recolhidos todas as urnas e já partirem pra auditoria, nem que os militares o fizessem, até mesmo com ajuda de hackers se for o caso, hackers do lado da segurança digital, claro",0
771,"Meu amigo eu não sou e nunca fui petista, se quer saber se sou de esquerda ou direito minha resposta é que sou católico",0
808,"Hoje pela manhã dois amigos se encontram no estacionamento da empresa, um bolsonarista outro lulista.

 O bolsonarista pergunta: vc viu o padre, ontem?

 O lulista ainda puto, com certeza passou a noite em claro, responde: vai vtc!

O bolsonarista, calma!

O lulista: calma? Vc me pergunta *se eu vi a do padre*, vai vtc de novo!

O bolsonarista: eu perguntei se vc viu o padre, ontem?

O lulista: desculpa, entendi errado!

O bolsonarista aproveitando o gancho: *se vc não viu a do padre levanta a batina*:face_with_tears_of_joy:",0
1075,Kkkkkk provavelmente fez o q todos os políticos fazem. Eu não sou petista não. Sou contra todos os políticos. Mas tenho uma raiva especial do Bozo.,0
1265,"AVISO!!! SE O BOLSONARO GANHAR O PAI VAI FICAR CHATÃO 
Pode bloquear 
Xingar 
Eu vou perseguir petista até por ligação e sms 
O choro e livre petralha",1
2835,"*Quem for de são Paulo e outras regiões e tiver empresa, não contratem NORDESTINOS. Eu sou uma Nordestina Piauiense. Porém, não me conformo eles acabarem com nosso Estado e ir procurar emprego fora.*",1
